-25.132741, 0.039789
-25.082476, 0.039868
-25.032210, 0.039949
-24.981945, 0.040029
-24.931679, 0.040110
-24.881414, 0.040191
-24.831148, 0.040272
-24.780883, 0.040354
-24.730617, 0.040436
-24.680352, 0.040518
-24.630086, 0.040601
-24.579821, 0.040684
-24.529555, 0.040767
-24.479290, 0.040851
-24.429024, 0.040935
-24.378759, 0.041019
-24.328494, 0.041104
-24.278228, 0.041189
-24.227963, 0.041275
-24.177697, 0.041360
-24.127432, 0.041447
-24.077166, 0.041533
-24.026901, 0.041620
-23.976635, 0.041707
-23.926370, 0.041795
-23.876104, 0.041883
-23.825839, 0.041971
-23.775573, 0.042060
-23.725308, 0.042149
-23.675042, 0.042239
-23.624777, 0.042328
-23.574511, 0.042419
-23.524246, 0.042509
-23.473980, 0.042600
-23.423715, 0.042692
-23.373449, 0.042784
-23.323184, 0.042876
-23.272918, 0.042968
-23.222653, 0.043061
-23.172387, 0.043155
-23.122122, 0.043249
-23.071856, 0.043343
-23.021591, 0.043437
-22.971325, 0.043533
-22.921060, 0.043628
-22.870795, 0.043724
-22.820529, 0.043820
-22.770264, 0.043917
-22.719998, 0.044014
-22.669733, 0.044112
-22.619467, 0.044210
-22.569202, 0.044308
-22.518936, 0.044407
-22.468671, 0.044506
-22.418405, 0.044606
-22.368140, 0.044706
-22.317874, 0.044807
-22.267609, 0.044908
-22.217343, 0.045010
-22.167078, 0.045112
-22.116812, 0.045214
-22.066547, 0.045317
-22.016281, 0.045421
-21.966016, 0.045525
-21.915750, 0.045629
-21.865485, 0.045734
-21.815219, 0.045840
-21.764954, 0.045945
-21.714688, 0.046052
-21.664423, 0.046159
-21.614157, 0.046266
-21.563892, 0.046374
-21.513626, 0.046482
-21.463361, 0.046591
-21.413096, 0.046700
-21.362830, 0.046810
-21.312565, 0.046921
-21.262299, 0.047032
-21.212034, 0.047143
-21.161768, 0.047255
-21.111503, 0.047368
-21.061237, 0.047481
-21.010972, 0.047594
-20.960706, 0.047708
-20.910441, 0.047823
-20.860175, 0.047938
-20.809910, 0.048054
-20.759644, 0.048170
-20.709379, 0.048287
-20.659113, 0.048405
-20.608848, 0.048523
-20.558582, 0.048641
-20.508317, 0.048761
-20.458051, 0.048881
-20.407786, 0.049001
-20.357520, 0.049122
-20.307255, 0.049243
-20.256989, 0.049366
-20.206724, 0.049488
-20.156458, 0.049612
-20.106193, 0.049736
-20.055928, 0.049861
-20.005662, 0.049986
-19.955397, 0.050112
-19.905131, 0.050238
-19.854866, 0.050365
-19.804600, 0.050493
-19.754335, 0.050622
-19.704069, 0.050751
-19.653804, 0.050881
-19.603538, 0.051011
-19.553273, 0.051142
-19.503007, 0.051274
-19.452742, 0.051407
-19.402476, 0.051540
-19.352211, 0.051674
-19.301945, 0.051808
-19.251680, 0.051944
-19.201414, 0.052079
-19.151149, 0.052216
-19.100883, 0.052354
-19.050618, 0.052492
-19.000352, 0.052631
-18.950087, 0.052770
-18.899821, 0.052911
-18.849556, 0.053052
-18.799290, 0.053193
-18.749025, 0.053336
-18.698759, 0.053479
-18.648494, 0.053624
-18.598229, 0.053769
-18.547963, 0.053914
-18.497698, 0.054061
-18.447432, 0.054208
-18.397167, 0.054356
-18.346901, 0.054505
-18.296636, 0.054655
-18.246370, 0.054805
-18.196105, 0.054957
-18.145839, 0.055109
-18.095574, 0.055262
-18.045308, 0.055416
-17.995043, 0.055571
-17.944777, 0.055727
-17.894512, 0.055883
-17.844246, 0.056040
-17.793981, 0.056199
-17.743715, 0.056358
-17.693450, 0.056518
-17.643184, 0.056679
-17.592919, 0.056841
-17.542653, 0.057004
-17.492388, 0.057168
-17.442122, 0.057332
-17.391857, 0.057498
-17.341591, 0.057665
-17.291326, 0.057832
-17.241060, 0.058001
-17.190795, 0.058171
-17.140530, 0.058341
-17.090264, 0.058513
-17.039999, 0.058685
-16.989733, 0.058859
-16.939468, 0.059034
-16.889202, 0.059209
-16.838937, 0.059386
-16.788671, 0.059564
-16.738406, 0.059743
-16.688140, 0.059923
-16.637875, 0.060104
-16.587609, 0.060286
-16.537344, 0.060469
-16.487078, 0.060654
-16.436813, 0.060839
-16.386547, 0.061026
-16.336282, 0.061213
-16.286016, 0.061402
-16.235751, 0.061592
-16.185485, 0.061784
-16.135220, 0.061976
-16.084954, 0.062170
-16.034689, 0.062365
-15.984423, 0.062561
-15.934158, 0.062758
-15.883892, 0.062957
-15.833627, 0.063157
-15.783361, 0.063358
-15.733096, 0.063560
-15.682831, 0.063764
-15.632565, 0.063969
-15.582300, 0.064175
-15.532034, 0.064383
-15.481769, 0.064592
-15.431503, 0.064803
-15.381238, 0.065014
-15.330972, 0.065227
-15.280707, 0.065442
-15.230441, 0.065658
-15.180176, 0.065875
-15.129910, 0.066094
-15.079645, 0.066315
-15.029379, 0.066536
-14.979114, 0.066760
-14.928848, 0.066984
-14.878583, 0.067211
-14.828317, 0.067439
-14.778052, 0.067668
-14.727786, 0.067899
-14.677521, 0.068131
-14.627255, 0.068366
-14.576990, 0.068601
-14.526724, 0.068839
-14.476459, 0.069078
-14.426193, 0.069318
-14.375928, 0.069561
-14.325663, 0.069805
-14.275397, 0.070051
-14.225132, 0.070298
-14.174866, 0.070547
-14.124601, 0.070798
-14.074335, 0.071051
-14.024070, 0.071306
-13.973804, 0.071562
-13.923539, 0.071821
-13.873273, 0.072081
-13.823008, 0.072343
-13.772742, 0.072607
-13.722477, 0.072873
-13.672211, 0.073141
-13.621946, 0.073411
-13.571680, 0.073683
-13.521415, 0.073957
-13.471149, 0.074233
-13.420884, 0.074511
-13.370618, 0.074791
-13.320353, 0.075073
-13.270087, 0.075357
-13.219822, 0.075644
-13.169556, 0.075933
-13.119291, 0.076224
